"id","state","leaid","name_raw","name_clean","year"
"ca3795","ca",611280,"Brian Dolan","brian dolan",2019
"ca3796","ca",613360,"Kris Corey","kris corey",2019
"ca3797","ca",639630,"Pam Conklin","pam conklin",2019
"ca3798","ca",640590,"Jane Shamieh","jane shamieh",2019
"ca3799","ca",640740,"William Spalding","william spalding",2019
"ca3800","ca",691040,"Steven Herrington","steven herrington",2019
"ca3801","ca",601890,"Matt Reno","matt reno",2019
"ca3802","ca",602670,"Toni Beal","toni beal",2019
"ca3803","ca",604380,"David Alexander","david alexander",2019
"ca3804","ca",604650,"Alexis Cala","alexis cala",2019
"ca3805","ca",608700,"Kristina Arcuri","kristina arcuri",2019
"ca3806","ca",608970,"Elizabeth MacClain","elizabeth macclain",2019
"ca3807","ca",611610,"Daniel Hoffman","daniel hoffman",2019
"ca3808","ca",614010,"Renee Semik","renee semik",2019
"ca3809","ca",614130,"Jennifer Dudley","jennifer dudley",2019
"ca3810","ca",615150,"Deborah Bertolucci","deborah bertolucci",2019
"ca3811","ca",615840,"David Rose","david rose",2019
"ca3812","ca",616320,"Dana Pedersen","dana pedersen",2019
"ca3813","ca",616620,"Matthew Morgan","matthew morgan",2019
"ca3814","ca",617580,"Jeffrey McFarland","jeffrey mcfarland",2019
"ca3815","ca",619410,"Nate Myers","nate myers",2019
"ca3816","ca",621540,"Christopher Rafanelli","christopher rafanelli",2019
"ca3817","ca",624000,"Ron Calloway","ron calloway",2019
"ca3818","ca",625410,"Nathan Myers","nathan myers",2019
"ca3819","ca",625650,"Laurie Mason","laurie mason",2019
"ca3820","ca",627840,"Amber Stringfellow","amber stringfellow",2019
"ca3821","ca",628320,"Sonjhia Lowery","sonjhia lowery",2019
"ca3822","ca",630250,"Matthew Harris","matthew harris",2019
"ca3823","ca",630230,"Matthew Harris","matthew harris",2019
"ca3824","ca",630450,"Steve Charbonneau","steve charbonneau",2019
"ca3825","ca",632340,"Frances Johnson","frances johnson",2019
"ca3826","ca",632640,"Tracy Smith","tracy smith",2019
"ca3827","ca",633510,"Héctor Rico","héctor rico",2019
"ca3828","ca",635810,"Anna Trunnell","anna trunnell",2019
"ca3829","ca",635830,"Anna Trunnell","anna trunnell",2019
"ca3830","ca",636180,"Linda Irving","linda irving",2019
"ca3831","ca",637200,"Adrian Palazuelos","adrian palazuelos",2019
"ca3832","ca",640230,"Anna-Maria Guzman","anna maria guzman",2019
"ca3833","ca",640260,"Stephen Owens","stephen owens",2019
"ca3834","ca",641790,"Mike Gardner","mike gardner",2019
"ca3835","ca",642270,"Rima Meechan","rima meechan",2019
"ca3836","ca",642750,"Stephen Hospodar","stephen hospodar",2019
"ca3837","ca",643200,"Adam Schaible","adam schaible",2019
"ca3838","ca",609940,"Mayra Perez","mayra perez",2019
"ca3839","ca",600034,"Jeremy Decker","jeremy decker",2019
"ca3840","ca",600044,"Chris Vanden Heuvel","chris vanden heuvel",2019
"ca3841","ca",691041,"Scott Kuykendall","scott kuykendall",2019
"ca3842","ca",608130,"Denise Wickham","denise wickham",2019
"ca3843","ca",608250,"Cherise Olvera","cherise olvera",2019
"ca3844","ca",611040,"Terry Chevalier-Metzger","terry chevalier metzger",2019
"ca3845","ca",612690,"David Garcia","david garcia",2019
"ca3846","ca",615810,"Wendy Williams","wendy williams",2019
"ca3847","ca",616650,"Matthew Shipley","matthew shipley",2019
"ca3848","ca",617160,"Paul Gardner","paul gardner",2019
"ca3849","ca",619620,"Helio Brasil","helio brasil",2019
"ca3850","ca",620010,"Janet Skulina","janet skulina",2019
"ca3851","ca",625130,"Sara Noguchi","sara noguchi",2019
"ca3852","ca",625150,"Sara Noguchi","sara noguchi",2019
"ca3853","ca",629790,"Heath Thomason","heath thomason",2019
"ca3854","ca",630030,"Philip Alfano","philip alfano",2019
"ca3855","ca",633210,"Bob Loretelli","bob loretelli",2019
"ca3856","ca",633900,"Twila Tosh","twila tosh",2019
"ca3857","ca",636660,"Seth Ehrler","seth ehrler",2019
"ca3858","ca",637950,"Shannon Sanford","shannon sanford",2019
"ca3859","ca",638670,"Eric Fredrickson","eric fredrickson",2019
"ca3860","ca",600158,"Dana Trevethan","dana trevethan",2019
"ca3861","ca",640800,"Dallas Plaa","dallas plaa",2019
"ca3862","ca",627200,"Shawn Posey","shawn posey",2019
"ca3863","ca",600060,"Brenda Smith","brenda smith",2019
"ca3864","ca",600061,"Christine Facella","christine facella",2019
"ca3865","ca",600062,"David Kline","david kline",2019
"ca3866","ca",600063,"Don Davis","don davis",2019
"ca3867","ca",691042,"Tom Reusser","tom reusser",2019
"ca3868","ca",606090,"Staci Kaelin","staci kaelin",2019
"ca3869","ca",606100,"Kerrie Corbridge","kerrie corbridge",2019
"ca3870","ca",611780,"Neil Stinson","neil stinson",2019
"ca3871","ca",614340,"Lisa Shelton","lisa shelton",2019
"ca3872","ca",622050,"Mathew Gulbrandsen","mathew gulbrandsen",2019
"ca3873","ca",623800,"Maggie Irby","maggie irby",2019
"ca3874","ca",624690,"Tracey McPeters","tracey mcpeters",2019
"ca3875","ca",627750,"Baljinder Dhillon","baljinder dhillon",2019
"ca3876","ca",630900,"Dave Tarr","dave tarr",2019
"ca3877","ca",638610,"Ryan Robison","ryan robison",2019
"ca3878","ca",642900,"Dawn Carl","dawn carl",2019
"ca3879","ca",643470,"Doreen Osumi","doreen osumi",2019
"ca3880","ca",691043,"Richard DuVarney","richard duvarney",2019
"ca3881","ca",602760,"Jim Weber","jim weber",2019
"ca3882","ca",613170,"Brad Mendenhall","brad mendenhall",2019
"ca3883","ca",609780,"Tiffany Dietz","tiffany dietz",2019
"ca3884","ca",609810,"Jared Caylor","jared caylor",2019
"ca3885","ca",613860,"Rachel Davis","rachel davis",2019
"ca3886","ca",615090,"Jenny Montoya","jenny montoya",2019
"ca3887","ca",619860,"Michelle Farrer","michelle farrer",2019
"ca3888","ca",621090,"Gerard Walker","gerard walker",2019
"ca3889","ca",622860,"Joey Adame","joey adame",2019
"ca3890","ca",631980,"Cliff Curry","cliff curry",2019
"ca3891","ca",632010,"Todd Brose","todd brose",2019
"ca3892","ca",632250,"Cindy Haase","cindy haase",2019
"ca3893","ca",632400,"Jeff Scheele","jeff scheele",2019
"ca3894","ca",691044,"Sarah Supahan","sarah supahan",2019
"ca3895","ca",606510,"Kathleen Graham","kathleen graham",2019
"ca3896","ca",601331,"Jaime Green","jaime green",2019
"ca3897","ca",611430,"Shannon Ross","shannon ross",2019
"ca3898","ca",619170,"Christine Camara","christine camara",2019
"ca3899","ca",621480,"Mary Thoreson","mary thoreson",2019
"ca3900","ca",639750,"Fabio Robles","fabio robles",2019
"ca3901","ca",637630,"Peggy Canale","peggy canale",2019
"ca3902","ca",600018,"Anmarie Swanstrom","anmarie swanstrom",2019
"ca3903","ca",609240,"Brian Burns","brian burns",2019
"ca3904","ca",691045,"Tim Hire","tim hire",2019
"ca3905","ca",602010,"Troy Hayes","troy hayes",2019
"ca3906","ca",602220,"Robert Hudson","robert hudson",2019
"ca3907","ca",606420,"Carole Mederos","carole mederos",2019
"ca3908","ca",606570,"Sergio Mendoza","sergio mendoza",2019
"ca3909","ca",609510,"Timothy Jones","timothy jones",2019
"ca3910","ca",610350,"Yolanda Valdez","yolanda valdez",2019
"ca3911","ca",611550,"Isidro Rodriguez","isidro rodriguez",2019
"ca3912","ca",611760,"Jaime Robles","jaime robles",2019
"ca3913","ca",601423,"George Eddy","george eddy",2019
"ca3914","ca",617520,"Melanie Matta","melanie matta",2019
"ca3915","ca",617640,"Tom Byars","tom byars",2019
"ca3916","ca",619740,"Sherry Martin","sherry martin",2019
"ca3917","ca",621570,"Deanna Cardoza","deanna cardoza",2019
"ca3918","ca",621870,"Thomas Rooney","thomas rooney",2019
"ca3919","ca",625350,"Chris Meyer","chris meyer",2019
"ca3920","ca",627900,"Heather Pilgrim","heather pilgrim",2019
"ca3921","ca",629160,"Derrick Bravo","derrick bravo",2019
"ca3922","ca",629670,"Phil Anderson","phil anderson",2019
"ca3923","ca",630630,"Nancy Ruble","nancy ruble",2019
"ca3924","ca",631050,"Mark Odsather","mark odsather",2019
"ca3925","ca",632430,"Mario Millan","mario millan",2019
"ca3926","ca",633270,"Caron Borba","caron borba",2019
"ca3927","ca",635940,"Courtney Castle","courtney castle",2019
"ca3928","ca",636360,"Ken Horn","ken horn",2019
"ca3929","ca",637770,"Connie Owens","connie owens",2019
"ca3930","ca",638040,"Christopher Kemper","christopher kemper",2019
"ca3931","ca",600064,"Nate Nelson","nate nelson",2019
"ca3932","ca",638340,"Terri Rufert","terri rufert",2019
"ca3933","ca",638430,"Steve Tsuboi","steve tsuboi",2019
"ca3934","ca",639060,"Nicolas Garcia","nicolas garcia",2019
"ca3935","ca",639210,"Susan Sherwood","susan sherwood",2019
"ca3936","ca",639300,"Stacey Bettencourt","stacey bettencourt",2019
"ca3937","ca",639600,"Steve Ramirez","steve ramirez",2019
"ca3938","ca",639870,"Brian Hollingshead","brian hollingshead",2019
"ca3939","ca",639930,"Lucy Van Scyoc","lucy van scyoc",2019
"ca3940","ca",641160,"Douglas Cardoza","douglas cardoza",2019
"ca3941","ca",641820,"T Jeffrey Cooley","t jeffrey cooley",2019
"ca3942","ca",601418,"Laura Gonzalez","laura gonzalez",2019
"ca3943","ca",643170,"Lou Saephan","lou saephan",2019
"ca3944","ca",600035,"Paul Sevillano","paul sevillano",2019
"ca3945","ca",600065,"Joe Hernandez","joe hernandez",2019
"ca3946","ca",601980,"Max Friedman","max friedman",2019
"ca3947","ca",691046,"Cathy Parker","cathy parker",2019
"ca3948","ca",604500,"Carla Haakma","carla haakma",2019
"ca3949","ca",618690,"Contessa Pelfrey","contessa pelfrey",2019
"ca3950","ca",609480,"Joseph Aldridge","joseph aldridge",2019
"ca3951","ca",610320,"Dawn Mori","dawn mori",2019
"ca3952","ca",637230,"Tami Beall","tami beall",2019
"ca3953","ca",637260,"Ed Pelfrey","ed pelfrey",2019
"ca3954","ca",637320,"Jeff Winfield","jeff winfield",2019
"ca3955","ca",638250,"Ben Howell","ben howell",2019
"ca3956","ca",638280,"Michael Merrill","michael merrill",2019
"ca3957","ca",640200,"Gabe Wingo","gabe wingo",2019
"ca3958","ca",691137,"Wynette Hilton","wynette hilton",2019
"ca3959","ca",691047,"Cesar Morales","cesar morales",2019
"ca3960","ca",606030,"Deborah Cuevas","deborah cuevas",2019
"ca3961","ca",613800,"Christine Schieferle","christine schieferle",2019
"ca3962","ca",617850,"Christine Walker","christine walker",2019
"ca3963","ca",624720,"Raul Ramirez","raul ramirez",2019
"ca3964","ca",626460,"Sheryl Barnd","sheryl barnd",2019
"ca3965","ca",628170,"Craig Helmstedter","craig helmstedter",2019
"ca3966","ca",628270,"Tiffany Morse","tiffany morse",2019
"ca3967","ca",629220,"Karling Aguilera-Fort","karling aguilera fort",2019
"ca3968","ca",629270,"Thomas McCoy","thomas mccoy",2019
"ca3969","ca",630990,"Danielle Cortes","danielle cortes",2019
"ca3970","ca",632760,"John Puglisi","john puglisi",2019
"ca3971","ca",635490,"Kari Skidmore","kari skidmore",2019
"ca3972","ca",601421,"Jeffrey Weinstein","jeffrey weinstein",2019
"ca3973","ca",636840,"Jason Peplinski","jason peplinski",2019
"ca3974","ca",637140,"Jesus Vaca","jesus vaca",2019
"ca3975","ca",640980,"Roger Rice","roger rice",2019
"ca3976","ca",609640,"Mark McLaughlin","mark mclaughlin",2019
"ca3977","ca",627850,"Jeff Davis","jeff davis",2019
"ca3978","ca",625690,"Kelli Hays","kelli hays",2019
"ca3979","ca",691049,"Garth Lewis","garth lewis",2019
"ca3980","ca",610620,"Matt Best","matt best",2019
"ca3981","ca",612930,"Christina Goennier","christina goennier",2019
"ca3982","ca",641580,"Cheryl Hildreth","cheryl hildreth",2019
"ca3983","ca",642930,"Diana Jimenez","diana jimenez",2019
"ca3984","ca",643080,"Elodia Ortega-Lampkin","elodia ortega lampkin",2019
"ca3985","ca",691048,"Francisco Reveles","francisco reveles",2019
"ca3986","ca",607260,"Patrick Brose","patrick brose",2019
"ca3987","ca",624090,"Fal Asrani","fal asrani",2019
"ca3988","ca",642330,"Craig Guensler","craig guensler",2019
"ca3989","ca",642350,"Nicole Newman","nicole newman",2019
"ca3990","ca",640150,"Gregory Franklin","gregory franklin",2019
"ca3991","ca",691063,"Jeff Harris","jeff harris",2019
"ca3992","ca",691102,"Terry Oestreich","terry oestreich",2019
"ca3993","ca",600069,"Ron McCowan","ron mccowan",2019
"ca3994","ca",638130,"Lily Shimer","lily shimer",2019
"ca3995","ca",691027,"David Gordon","david gordon",2019
"ca3996","ca",631180,"Jeff Roberts","jeff roberts",2019
"ca3997","ca",601322,"Rasheed Meadows","rasheed meadows",2019
"ca3998","ca",604740,"Brent Stephens","brent stephens",2018
"ca3999","ca",616740,"Matt Wayne","matt wayne",2018
"ca4000","ca",622110,"Kelly Bowers","kelly bowers",2018
"ca4001","ca",626130,"Daniel Nelson","daniel nelson",2018
"ca4002","ca",627060,"Mark Triplett","mark triplett",2018
"ca4003","ca",626910,"John Thompson","john thompson",2018
"ca4004","ca",628050,"Kyla Johnson-Trammell","kyla johnson trammell",2018
"ca4005","ca",691051,"L Karen Monroe","l karen monroe",2018
"ca4006","ca",630330,"Randall Booker","randall booker",2018
"ca4007","ca",634680,"Mike McLaughlin","mike mclaughlin",2018
"ca4008","ca",634710,"Daryl Camp","daryl camp",2018
"ca4009","ca",600019,"Daniel Moirao","daniel moirao",2018
"ca4010","ca",600020,"David Haglund","david haglund",2018
"ca4011","ca",600021,"Molleen Barnes","molleen barnes",2018
"ca4012","ca",600002,"Gina Ouellette","gina ouellette",2018
"ca4013","ca",600003,"Clark Brooke","clark brooke",2018
"ca4014","ca",601770,"Pasquale Scuderi","pasquale scuderi",2018
"ca4015","ca",601860,"Frank Wells","frank wells",2018
"ca4016","ca",607800,"Parvin Ahmadi","parvin ahmadi",2018
"ca4017","ca",612630,"Quiauna Scott","quiauna scott",2018
"ca4018","ca",614400,"Christopher Cammack","christopher cammack",2018
"ca4019","ca",691058,"Matthew Strahl","matthew strahl",2018
"ca4020","ca",602070,"Matthew Strahl","matthew strahl",2018
"ca4021","ca",601422,"Troy Fennel","troy fennel",2018
"ca4022","ca",602450,"Amy Slavensky","amy slavensky",2018
"ca4023","ca",691001,"Steve Russell","steve russell",2018
"ca4024","ca",691002,"Mary Sakuma","mary sakuma",2018
"ca4025","ca",603780,"Lauren Albert","lauren albert",2018
"ca4026","ca",605040,"Doug Kaelin","doug kaelin",2018
"ca4027","ca",608370,"Kelly Staley","kelly staley",2018
"ca4028","ca",611730,"John Bohannon","john bohannon",2018
"ca4029","ca",615480,"Joshua Peete","joshua peete",2018
"ca4030","ca",623700,"Gary Rogers","gary rogers",2018
"ca4031","ca",629100,"Spencer Holtom","spencer holtom",2018
"ca4032","ca",629130,"Corey Willenberg","corey willenberg",2018
"ca4033","ca",629540,"Kathleen Andoe-Nolind","kathleen andoe nolind",2018
"ca4034","ca",629820,"Tom Taylor","tom taylor",2018
"ca4035","ca",639180,"Gregory Blake","gregory blake",2018
"ca4036","ca",630520,"Patsy Oxford","patsy oxford",2018
"ca4037","ca",600051,"Jordan Reeves","jordan reeves",2018
"ca4038","ca",691003,"Scott Nanik","scott nanik",2018
"ca4039","ca",605940,"Michael Chimente","michael chimente",2018
"ca4040","ca",606870,"Mark Campbell","mark campbell",2018
"ca4041","ca",623970,"Julia Tidball","julia tidball",2018
"ca4042","ca",640680,"James Frost","james frost",2018
"ca4043","ca",691004,"Michael West","michael west",2018
"ca4044","ca",609570,"Jeff Turner","jeff turner",2018
"ca4045","ca",624150,"Summer Shadley","summer shadley",2018
"ca4046","ca",630360,"Carol Geyer","carol geyer",2018
"ca4047","ca",642540,"Edgar Lampkin","edgar lampkin",2018
"ca4048","ca",691005,"Lynn Mackey","lynn mackey",2018
"ca4049","ca",601650,"John Nickerson","john nickerson",2018
"ca4050","ca",602850,"Stephanie Anello","stephanie anello",2018
"ca4051","ca",605910,"Dana Eaton","dana eaton",2018
"ca4052","ca",606750,"Reyes Gauna","reyes gauna",2018
"ca4053","ca",607350,"Lucia Sullivan","lucia sullivan",2018
"ca4054","ca",618990,"Charles Miller","charles miller",2018
"ca4055","ca",620040,"Harvey Yurkovich","harvey yurkovich",2018
"ca4056","ca",620310,"Richard Whitmore","richard whitmore",2018
"ca4057","ca",621600,"Eric Volta","eric volta",2018
"ca4058","ca",624030,"Christopher Cammack","christopher cammack",2018
"ca4059","ca",625740,"Bruce Burns","bruce burns",2018
"ca4060","ca",626370,"Adam Clark","adam clark",2018
"ca4061","ca",628080,"Greg Hetrick","greg hetrick",2018
"ca4062","ca",628860,"Carolyn Seaton","carolyn seaton",2018
"ca4063","ca",630600,"Janet Schulze","janet schulze",2018
"ca4064","ca",632550,"Matthew Duffy","matthew duffy",2018
"ca4065","ca",635130,"John Malloy","john malloy",2018
"ca4066","ca",641250,"Marie Morgan","marie morgan",2018
"ca4067","ca",610770,"Jeff Harris","jeff harris",2018
"ca4068","ca",691006,"Ed Manansala","ed manansala",2018
"ca4069","ca",606270,"David Roth","david roth",2018
"ca4070","ca",607170,"Matthew Smith","matthew smith",2018
"ca4071","ca",612070,"Ron Carruth","ron carruth",2018
"ca4072","ca",615390,"Meg Enns","meg enns",2018
"ca4073","ca",615450,"Scott Lyons","scott lyons",2018
"ca4074","ca",618240,"Grant Coffin","grant coffin",2018
"ca4075","ca",620640,"Todd Cutler","todd cutler",2018
"ca4076","ca",621180,"Natalie Miller","natalie miller",2018
"ca4077","ca",625980,"Marcy Guthrie","marcy guthrie",2018
"ca4078","ca",630480,"Annette Lane","annette lane",2018
"ca4079","ca",630780,"Eric Bonniksen","eric bonniksen",2018
"ca4080","ca",631290,"Pat Atkins","pat atkins",2018
"ca4081","ca",632310,"Cheryl Olson","cheryl olson",2018
"ca4082","ca",636810,"Pat Atkins","pat atkins",2018
"ca4083","ca",605240,"Jeremy Meyers","jeremy meyers",2018
"ca4084","ca",614550,"Bob Nelson Ed.D.","bob nelson ed d ",2018
"ca4085","ca",691007,"Jim Yovino","jim yovino",2018
"ca4086","ca",602370,"Mike Iribarren","mike iribarren",2018
"ca4087","ca",601415,"Randy Morris","randy morris",2018
"ca4088","ca",604860,"Toby Wait","toby wait",2018
"ca4089","ca",606540,"Elizabeth Runyon","elizabeth runyon",2018
"ca4090","ca",600067,"Orin Hirschkorn","orin hirschkorn",2018
"ca4091","ca",608850,"Judith Szpor","judith szpor",2018
"ca4092","ca",609030,"Eimear O'Farrell","eimear o farrell",2018
"ca4093","ca",609120,"Lori Villanueva","lori villanueva",2018
"ca4094","ca",614250,"Paul Marietti","paul marietti",2018
"ca4095","ca",619800,"Wesley Sever","wesley sever",2018
"ca4096","ca",619830,"Don Shoemaker","don shoemaker",2018
"ca4097","ca",619700,"John Campbell","john campbell",2018
"ca4098","ca",621150,"Lupe Nieves","lupe nieves",2018
"ca4099","ca",625290,"Shelley Manser","shelley manser",2018
"ca4100","ca",628530,"Terry Hirschfield","terry hirschfield",2018
"ca4101","ca",629400,"Annette Machado","annette machado",2018
"ca4102","ca",629910,"Altagracia Guererro","altagracia guererro",2018
"ca4103","ca",630390,"Steve Rosa","steve rosa",2018
"ca4104","ca",631680,"Juan Sandoval","juan sandoval",2018
"ca4105","ca",635250,"Adela Madrigal Jones","adela madrigal jones",2018
"ca4106","ca",636270,"Tanya Fisher","tanya fisher",2018
"ca4107","ca",641460,"Jesus Cruz","jesus cruz",2018
"ca4108","ca",642060,"Ralph Vigil","ralph vigil",2018
"ca4109","ca",642210,"Baldomero Hernandez","baldomero hernandez",2018
"ca4110","ca",613840,"Russell Freitas","russell freitas",2018
"ca4111","ca",607970,"Andrew Alvarado","andrew alvarado",2018
"ca4112","ca",619490,"Robert Frausto","robert frausto",2018
"ca4113","ca",600022,"Paul Lopez","paul lopez",2018
"ca4114","ca",691134,"Martin Macias","martin macias",2018
"ca4115","ca",636805,"Alan Harris","alan harris",2018
"ca4116","ca",600040,"Jeff Percell","jeff percell",2018
"ca4117","ca",691008,"Tracey Quarne","tracey quarne",2018
"ca4118","ca",607410,"Jim Scribner","jim scribner",2018
"ca4119","ca",601339,"Jeremy Powell","jeremy powell",2018
"ca4120","ca",620610,"Nikol Baker","nikol baker",2018
"ca4121","ca",630870,"Patrick Conklin","patrick conklin",2018
"ca4122","ca",631620,"Korey Williams","korey williams",2018
"ca4123","ca",638070,"Kevin Triance","kevin triance",2018
"ca4124","ca",642710,"Emmett Koerperich","emmett koerperich",2018
"ca4125","ca",600045,"Dwayne Newman","dwayne newman",2018
"ca4126","ca",691009,"Chris Hartley","chris hartley",2018
"ca4127","ca",603000,"Luke Biesecker","luke biesecker",2018
"ca4128","ca",603030,"Roger Macdonald","roger macdonald",2018
"ca4129","ca",604890,"Linda Row","linda row",2018
"ca4130","ca",605400,"DeAnn Waldvogel","deann waldvogel",2018
"ca4131","ca",606000,"John Blakely","john blakely",2018
"ca4132","ca",610230,"Blaine Sigler","blaine sigler",2018
"ca4133","ca",610380,"Sue Ivey","sue ivey",2018
"ca4134","ca",613740,"Justin Wallace","justin wallace",2018
"ca4135","ca",601420,"Jeff Northern","jeff northern",2018
"ca4136","ca",614190,"Glen Senestraro","glen senestraro",2018
"ca4137","ca",614520,"Si Talty","si talty",2018
"ca4138","ca",614910,"Michael Quinlan","michael quinlan",2018
"ca4139","ca",615990,"Scotty Appleford","scotty appleford",2018
"ca4140","ca",618120,"Kevin Trone","kevin trone",2018
"ca4141","ca",618660,"Melanie Nannizzi","melanie nannizzi",2018
"ca4142","ca",619950,"Jennifer Glueck","jennifer glueck",2018
"ca4143","ca",619980,"Greta Turney","greta turney",2018
"ca4144","ca",622320,"Autumn Chapman","autumn chapman",2018
"ca4145","ca",623730,"Wendy Orlandi","wendy orlandi",2018
"ca4146","ca",624300,"Heidi Moore-Guynup","heidi moore guynup",2018
"ca4147","ca",628830,"Amanda Platt","amanda platt",2018
"ca4148","ca",629430,"Rene McBride","rene mcbride",2018
"ca4149","ca",630090,"Lark Doolan","lark doolan",2018
"ca4150","ca",632730,"Angela Johnson","angela johnson",2018
"ca4151","ca",636100,"Amy Gossien","amy gossien",2018
"ca4152","ca",637350,"Gary Storts","gary storts",2018
"ca4153","ca",637590,"Stephanie Steffano-Davis","stephanie steffano davis",2018
"ca4154","ca",639720,"Alyse Nichols","alyse nichols",2018
"ca4155","ca",600037,"Beth Anderson","beth anderson",2018
"ca4156","ca",600038,"Karen Ashmore","karen ashmore",2018
"ca4157","ca",600052,"Fred Van Vleck, Ed.D.","ed d fred van vleck",2018
"ca4158","ca",635070,"Rauna Fox","rauna fox",2018
"ca4159","ca",691010,"Jonathan Finnell","jonathan finnell",2018
"ca4160","ca",605790,"Richard Rundhaug","richard rundhaug",2018
"ca4161","ca",605820,"Simon Canalez","simon canalez",2018
"ca4162","ca",606900,"Carlos Gonzales","carlos gonzales",2018
"ca4163","ca",606990,"Douglas Kline","douglas kline",2018
"ca4164","ca",608010,"Ward Andrus","ward andrus",2018
"ca4165","ca",612030,"Jon LeDoux","jon ledoux",2018
"ca4166","ca",616830,"Juan Cruz","juan cruz",2018
"ca4167","ca",617430,"Celso Ruiz","celso ruiz",2018
"ca4168","ca",618210,"Bryan Thomason","bryan thomason",2018
"ca4169","ca",623460,"Blaine Smith","blaine smith",2018
"ca4170","ca",624180,"Laura Dubbe","laura dubbe",2018
"ca4171","ca",624390,"Keila Rodriguez","keila rodriguez",2018
"ca4172","ca",626430,"Chelsey Galindo","chelsey galindo",2018
"ca4173","ca",636210,"Andrea Ellis","andrea ellis",2018
"ca4174","ca",642180,"Richard Cordero","richard cordero",2018
"ca4175","ca",691011,"Barry Simpson","barry simpson",2018
"ca4176","ca",604950,"Ed Dardenne-Ankringa","ed dardenne ankringa",2018
"ca4177","ca",601409,"Katie Kolker","katie kolker",2018
"ca4178","ca",610680,"Jim Copeland","jim copeland",2018
"ca4179","ca",622440,"Patrick Traynor","patrick traynor",2018
"ca4180","ca",629190,"Rosanne Lampariello","rosanne lampariello",2018
"ca4181","ca",633690,"Karen Marshall","karen marshall",2018
"ca4182","ca",691012,"Mary Barlow","mary barlow",2018
"ca4183","ca",603270,"Georgia Rhett","georgia rhett",2018
"ca4184","ca",603630,"Doc Ervin","doc ervin",2018
"ca4185","ca",604260,"Paul Miller","paul miller",2018
"ca4186","ca",604560,"Tammy Reynolds","tammy reynolds",2018
"ca4187","ca",605250,"Gary Bray","gary bray",2018
"ca4188","ca",606390,"Katie Russell","katie russell",2018
"ca4189","ca",606720,"Stuart Packard","stuart packard",2018
"ca4190","ca",606960,"Alan Gonzalez","alan gonzalez",2018
"ca4191","ca",610890,"Rosalina Rivera","rosalina rivera",2018
"ca4192","ca",610860,"Jason Garcia","jason garcia",2018
"ca4193","ca",611130,"Terry Hallum","terry hallum",2018
"ca4194","ca",611940,"Erica Andrews","erica andrews",2018
"ca4195","ca",612360,"Ricardo Esquivel","ricardo esquivel",2018
"ca4196","ca",613290,"Michael Coleman","michael coleman",2018
"ca4197","ca",614700,"Leslie Garrison","leslie garrison",2018
"ca4198","ca",615000,"Chris Salyards","chris salyards",2018
"ca4199","ca",616050,"Ramon Hendrix","ramon hendrix",2018
"ca4200","ca",619540,"Bryon Schaefer","bryon schaefer",2018
"ca4201","ca",619590,"Steve Martinez","steve martinez",2018
"ca4202","ca",620730,"Ty Bryson","ty bryson",2018
"ca4203","ca",620850,"Miguel Guerrero","miguel guerrero",2018
"ca4204","ca",621450,"Rosa Romero","rosa romero",2018
"ca4205","ca",621900,"Tammy Pritchard","tammy pritchard",2018
"ca4206","ca",622950,"Harrison Favereaux","harrison favereaux",2018
"ca4207","ca",623760,"Julie Boesch","julie boesch",2018
"ca4208","ca",623820,"Scott Meier","scott meier",2018
"ca4209","ca",624330,"Barry Koerner","barry koerner",2018
"ca4210","ca",624780,"Al Quezada","al quezada",2018
"ca4211","ca",625230,"Katherine Aguirre","katherine aguirre",2018
"ca4212","ca",626490,"Kevin Cordes","kevin cordes",2018
"ca4213","ca",627450,"Kelly Miller","kelly miller",2018
"ca4214","ca",631350,"Alex Lopez","alex lopez",2018
"ca4215","ca",633480,"Sue Lemon","sue lemon",2018
"ca4216","ca",636330,"Bethany Ferguson","bethany ferguson",2018
"ca4217","ca",637620,"Barbara Gaines","barbara gaines",2018
"ca4218","ca",637470,"Kim Villani","kim villani",2018
"ca4219","ca",637890,"Paul Meyers","paul meyers",2018
"ca4220","ca",638700,"Julie Graves","julie graves",2018
"ca4221","ca",638730,"Blanca Cavazos","blanca cavazos",2018
"ca4222","ca",638880,"Stacey Larson-Everson","stacey larson everson",2018
"ca4223","ca",641130,"Cindy Castro","cindy castro",2018
"ca4224","ca",641400,"Kelly Richers","kelly richers",2018
"ca4225","ca",641430,"Lori Albrecht","lori albrecht",2018
"ca4226","ca",632710,"Jennifer Hedge","jennifer hedge",2018
"ca4227","ca",636800,"Dave Ostash","dave ostash",2018
"ca4228","ca",624230,"Samuel Resendez","samuel resendez",2018
"ca4229","ca",600026,"Sara Haflich","sara haflich",2018
"ca4230","ca",691013,"Todd Barlow","todd barlow",2018
"ca4231","ca",603180,"Xavier Pina","xavier pina",2018
"ca4232","ca",607980,"Thomas Addington","thomas addington",2018
"ca4233","ca",609690,"Richard Merlo","richard merlo",2018
"ca4234","ca",616470,"Joy Gabler","joy gabler",2018
"ca4235","ca",616500,"Victor Rosa","victor rosa",2018
"ca4236","ca",618510,"Charlotte Hines","charlotte hines",2018
"ca4237","ca",619770,"Cathlene Anderson","cathlene anderson",2018
"ca4238","ca",619890,"Robin Jones","robin jones",2018
"ca4239","ca",620760,"Cynthia Marshall","cynthia marshall",2018
